iso_a3,year,DH discipline,Data preservation and  digital curation,Digital heritage and multimedia,NLP,Other,Text analysis/mining,Textual scholarship
ITA,2011,0.0007992202054804001,0.14359317700349003,0.5719576800451799,0.0007992201232505033,0.001598440073726081,0.9788657056642616,0.0007992202387419571
ITA,2012,0.0006323593552223,0.0018970782402899006,0.7699810850608625,0.7802663721668066,0.0012647186231330998,0.44532609020825414,0.0006323592970146
ITA,2013,0.09341385524021427,2.972183724484057,0.7170158501219697,0.9035288819402921,0.007925263498327199,0.6019696962524891,0.0039626920770384905
ITA,2015,0.931588139370433,1.7250047955991843,3.9558156009346317,0.27095371069056706,0.01067253286115885,1.854947164140562,0.16768477132427473
ITA,2016,0.4311615051701664,1.180643117259023,0.267868366441689,0.7173808186198583,0.5779365154157857,1.4634527038433582,0.361556997115258
ITA,2017,1.1409198670201777,1.7525666597832834,3.809734131776105,1.027956022576351,0.011596074887589354,1.5136933819167693,0.026867249777811568
ITA,2018,0.1768150286108718,0.6695656027150102,2.0462068270280716,0.8189194122445769,0.18018538254545918,4.610321817224027,0.09798596337786845
ITA,2019,0.278217865420932,1.6832413177180563,1.7117186563070086,0.3444750716347089,0.5397209727137419,0.4162381886611289,0.8597213883767835
ITA,2020,0.0036692397261501256,1.6761404055384141,1.5380538798247771,0.4006935120317695,0.0073384783997117575,0.7860056038868286,0.7547655435046181
JOR,2004,0.000188295220141275,0.07191862996842242,0.000376590454834475,0.000188295220141275,0.0003765903529711,0.1767632978007895,0.000188295220141275
JOR,2019,0.0007814907003194,0.0023444726248271,0.0015629816334694,0.000781491107773,0.0015629816334694,0.9921851288527251,0.0007814908167347
JPN,2001,0.0005761422882122571,0.2637147725825862,0.0011522847261012856,0.0005761422882122571,0.0011522843269630289,0.589395064943736,0.0005761423381044857
JPN,2003,0.0005484611028805,0.0016453830758109,0.34661565104033787,0.0005484609864652,0.0010969219729304,0.6489966652588918,0.0005484609864652
JPN,2005,0.0007107105921022,0.0021321311360224,0.0014214207185432,0.9222211241722108,0.0014214204857124,0.0713825424318199,0.0007107103592716
JPN,2009,0.0019627445144578,0.5552306913014032,0.10207413705453867,1.6347411176927078,0.14145236350789944,0.807881987207413,0.08999031683197231
